time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/entropy_loss,train/loss,rollout/ep_rew_mean,train/policy_gradient_loss,train/approx_kl,rollout/ep_len_mean,train/learning_rate,train/n_updates,train/explained_variance,train/clip_range,train/value_loss,train/clip_fraction
1,29,4096,137,,,,,,,,,,,,
2,64,8192,127,-1.598889858648181,0.3160712420940399,-49.867177,-0.011551653155765961,0.013108347,1000.0,0.0002,10,0.013639330863952637,0.2,0.850256731826812,0.119189453125
3,98,12288,124,-1.565273018553853,0.2312055379152298,-49.867177,-0.009945358327240684,0.010909054,1000.0,0.0002,20,0.07869291305541992,0.2,0.630556620657444,0.1586181640625
4,133,16384,122,-1.540896011888981,0.2933276891708374,-37.8666774375,-0.012487512858933769,0.012588847,1000.0,0.0002,30,0.08191388845443726,0.2,0.7936922644264996,0.1810546875
5,168,20480,121,-1.5049593083560466,0.20815634727478027,-37.8666774375,-0.013333613016584422,0.015239688,1000.0,0.0002,40,0.06789517402648926,0.2,0.5937365050427615,0.1799560546875
6,203,24576,120,-1.464631036296487,0.3326154351234436,-28.108894250000002,-0.013713681325316428,0.013747118,1000.0,0.0002,50,0.3196483850479126,0.2,1.0195895191282034,0.1016357421875
7,237,28672,120,-1.435934592783451,0.12567217648029327,-28.108894250000002,-0.013759463714086451,0.020261895,1000.0,0.0002,60,0.6286002695560455,0.2,0.4724877771921456,0.2353759765625
8,271,32768,120,-1.4205634083598853,0.07209751009941101,-28.86345746875,-0.0032140418727067297,0.02523172,1000.0,0.0002,70,0.7791840136051178,0.2,0.4997403548099101,0.135888671875
9,305,36864,120,-1.4067553646862507,0.1523156762123108,-28.86345746875,-0.005837180705566425,0.03228246,1000.0,0.0002,80,0.8846222311258316,0.2,0.4006294104969129,0.0867431640625
10,339,40960,120,-1.451397332921624,0.043767936527729034,-27.264676974999997,-0.004086719098268077,0.026819985,1000.0,0.0002,90,0.895756833255291,0.2,0.3326685518724844,0.180712890625
11,373,45056,120,-1.394933369755745,0.15079355239868164,-27.264676974999997,-0.006224813776498195,0.043690655,1000.0,0.0002,100,0.9586997665464878,0.2,0.47035097547341137,0.1677001953125
12,409,49152,119,-1.472367761656642,0.06425301730632782,-24.533717979166667,-0.0076201058778679,0.0106583955,1000.0,0.0002,110,0.9536101296544075,0.2,0.3533645724179223,0.0911376953125
13,445,53248,119,-1.303786824643612,0.1867978423833847,-24.533717979166667,-0.01136486086761579,0.015483809,1000.0,0.0002,120,0.9686424396932125,0.2,0.5829040516167879,0.183544921875
14,480,57344,119,-1.4656038202345372,0.07767104357481003,-23.48910205357143,-0.0017698615178233013,0.005271054,1000.0,0.0002,130,0.9835661370307207,0.2,0.07720350556555786,0.0972412109375
15,515,61440,119,-1.2738919012248515,0.3135761618614197,-23.48910205357143,-0.007312375050969422,0.018445078,1000.0,0.0002,140,0.9850024469196796,0.2,0.6692112530581653,0.2135009765625
16,551,65536,118,-1.3999397162348033,-0.0087343230843544,-22.978118984375,-0.004333026030508336,0.009496695,1000.0,0.0002,150,0.9812397845089436,0.2,0.05583392449188977,0.174951171875
17,588,69632,118,-1.1993993803858758,0.19605544209480286,-22.978118984375,-0.01153614736685995,0.027399892,1000.0,0.0002,160,0.9856455298140645,0.2,0.8051205318421125,0.1877685546875
18,624,73728,117,-1.3649324920028447,0.00728614442050457,-22.49102152777778,-0.007653321736142971,0.010468174,1000.0,0.0002,170,0.9462197944521904,0.2,0.04049554890589206,0.0950439453125
19,661,77824,117,-1.1408471785485745,0.955044686794281,-22.49102152777778,-8.257839363068343e-06,0.011738409,1000.0,0.0002,180,0.9691364485770464,0.2,1.42005345672369,0.073828125
20,697,81920,117,-1.3106327179819346,0.10778558999300003,-20.4552914625,-0.004535182719700969,0.014006479,1000.0,0.0002,190,0.940813485532999,0.2,0.1554990935663227,0.08916015625
21,734,86016,117,-1.0072652099654078,0.5580873489379883,-20.4552914625,-0.008343562818481587,0.010504635,1000.0,0.0002,200,0.9370084553956985,0.2,4.724723733775318,0.0861328125
22,771,90112,116,-1.1536105576902629,0.3510705232620239,-6.393818590909091,-0.0014612243016017602,0.0138186775,1000.0,0.0002,210,0.9346272200345993,0.2,3.4186416883021593,0.077734375
23,809,94208,116,-0.9121701976284384,2.5943357944488525,-6.393818590909091,-0.0023186231614090503,0.009164608,1000.0,0.0002,220,0.9363573864102364,0.2,7.314525381103158,0.065185546875
24,847,98304,115,-1.1896658543497325,1.1217288970947266,13.015045479166666,-0.0028425136813893916,0.017503083,1000.0,0.0002,230,0.9140060767531395,0.2,9.497987196594476,0.1324462890625
25,883,102400,115,-0.8434415685012937,0.4957602918148041,13.015045479166666,-0.0028448240642319433,0.0148082115,1000.0,0.0002,240,0.9614867344498634,0.2,3.8873794700950386,0.0941650390625
26,920,106496,115,-1.1390642464160918,5.88906717300415,39.95973117,-0.004438509802275803,0.01585532,1000.0,0.0002,250,0.9365391507744789,0.2,14.8182738378644,0.09453125
27,959,110592,115,-0.7806690225377679,1.4040069580078125,39.95973117,-0.0032724152988521382,0.012190338,1000.0,0.0002,260,0.9688414912670851,0.2,6.7459006503224375,0.065869140625
28,997,114688,115,-0.980986600369215,3.087719678878784,73.3519163,0.00016504656086908654,0.024228998,1000.0,0.0002,270,0.9414326287806034,0.2,13.387797208502889,0.1663818359375
29,1034,118784,114,-0.6689236465841532,3.386399984359741,73.3519163,-0.0012193079630378634,0.015369538,1000.0,0.0002,280,0.9675465486943722,0.2,10.202703759074211,0.0709228515625
30,1072,122880,114,-0.8476915268227458,6.578111171722412,115.27348298000001,0.0008652805263409391,0.022118097,1000.0,0.0002,290,0.9404309391975403,0.2,20.92266897112131,0.14853515625
31,1108,126976,114,-0.5383270672522485,5.508201599121094,115.27348298000001,-0.00360061478568241,0.0069217514,1000.0,0.0002,300,0.96302105858922,0.2,17.947934840619563,0.075244140625
32,1145,131072,114,-0.6306443111971021,4.015425205230713,167.89252534,-0.0011293584917439147,0.017200036,1000.0,0.0002,310,0.9215302765369415,0.2,32.590280294418335,0.1452880859375
33,1183,135168,114,-0.42592270132154225,3.290783643722534,177.39684966000002,-0.003075961621652823,0.011292834,998.2,0.0002,320,0.9549886547029018,0.2,12.913956268876792,0.1213134765625
34,1220,139264,114,-0.6209735184907913,9.069581985473633,217.12381737999996,0.003951631103700492,0.02160692,998.2,0.0002,330,0.9012980163097382,0.2,41.89502540528774,0.1602294921875
35,1258,143360,113,-0.40527793355286124,8.447346687316895,221.23888105999995,-0.0015016415956779384,0.012042891,998.2,0.0002,340,0.9394759647548199,0.2,25.742708460986613,0.1045654296875
36,1295,147456,113,-0.603185869846493,7.567956447601318,269.50647418,0.002452512175659649,0.022090178,998.2,0.0002,350,0.9377196654677391,0.2,20.821441788971423,0.15830078125
37,1332,151552,113,-0.2894078354351223,6.216207504272461,278.91571147,-0.007740534396725706,0.009370236,996.65,0.0002,360,0.9256438761949539,0.2,18.49434430897236,0.0934326171875
38,1368,155648,113,-0.54285280527547,7.153740882873535,324.64419387000004,-0.002996063015598338,0.023945145,996.65,0.0002,370,0.9056346565485001,0.2,29.561655700206757,0.1611328125
39,1406,159744,113,-0.2871691939886659,3.7990927696228027,330.93238831,0.0016860649280715733,0.01646996,996.65,0.0002,380,0.8535632789134979,0.2,23.147946240007876,0.1012451171875
40,1444,163840,113,-0.37304132506251336,10.457110404968262,387.44974173,0.005503150241565891,0.020456867,996.65,0.0002,390,0.8008805364370346,0.2,41.04119425714016,0.1361083984375
41,1483,167936,113,-0.29055400206707416,3.2551321983337402,395.50173146000003,0.003874365931551438,0.021482414,996.65,0.0002,400,0.8507798910140991,0.2,17.390650376677513,0.1012939453125
42,1521,172032,113,-0.4186119383201003,3.287879705429077,439.69780853,0.002514962876739446,0.015904542,996.65,0.0002,410,0.860056921839714,0.2,27.305292829871178,0.1302734375
43,1558,176128,112,-0.3637664315290749,1.9510548114776611,499.55723244999996,0.00034994371235370637,0.0185817,996.65,0.0002,420,0.8712292164564133,0.2,14.189219027012587,0.1254150390625
44,1596,180224,112,-0.4517109617590904,5.711472988128662,499.55723244999996,-0.00031027511722641065,0.01739169,996.65,0.0002,430,0.8632989823818207,0.2,30.32534841001034,0.1300048828125
45,1634,184320,112,-0.3604298104532063,3.5368235111236572,545.2199541499999,0.00040766977472230794,0.026087496,996.65,0.0002,440,0.893657773733139,0.2,14.928100320696831,0.119287109375
46,1673,188416,112,-0.583580357581377,4.773898601531982,545.2199541499999,-0.0013447951874695717,0.03534072,996.65,0.0002,450,0.9138604998588562,0.2,20.439198133349418,0.176708984375
47,1711,192512,112,-0.3428075914736837,6.5897393226623535,597.8282652099999,0.0013307794462889433,0.012741164,994.66,0.0002,460,0.7742191553115845,0.2,21.626967470347882,0.11904296875
48,1750,196608,112,-0.5301183882169426,4.2756242752075195,597.8282652099999,0.0006104846426751465,0.019200526,994.66,0.0002,470,0.9147079661488533,0.2,22.95838629901409,0.1613037109375
49,1789,200704,112,-0.4391676964238286,4.039553642272949,635.5591334,-4.2323519301135094e-05,0.015367739,993.39,0.0002,480,0.9329196214675903,0.2,17.23758377879858,0.147314453125
50,1826,204800,112,-0.634164359420538,4.689877033233643,643.28898272,-0.0036432142471312544,0.03660669,991.16,0.0002,490,0.9509437568485737,0.2,15.400073561817408,0.1837890625
51,1865,208896,111,-0.3375963906291872,5.874347686767578,675.02616191,-5.726957751903683e-05,0.029771041,991.16,0.0002,500,0.7482949793338776,0.2,26.933097979426385,0.1302978515625
52,1903,212992,111,-0.32286613560281696,5.276834487915039,678.3777294399999,-0.009724990003451239,0.088978045,991.16,0.0002,510,0.7571058422327042,0.2,30.086908420920373,0.1275390625
53,1941,217088,111,-0.474247863329947,8.160859107971191,692.4682895400001,-0.0005442734123789706,0.03183876,989.52,0.0002,520,0.9492718949913979,0.2,23.140609359741212,0.147119140625
54,1979,221184,111,-0.5542714999988675,3.8885905742645264,695.97995083,0.005296178930439055,0.054171,987.33,0.0002,530,0.9605109840631485,0.2,11.16007943674922,0.1571533203125
55,2018,225280,111,-0.38610507398843763,6.855417728424072,702.72815144,0.002896437492745463,0.020195618,987.33,0.0002,540,0.9237542822957039,0.2,24.617153380811214,0.1149658203125
56,2055,229376,111,-0.3190445232205093,10.565400123596191,712.35300859,-0.0020472203730605544,0.0122127775,984.38,0.0002,550,0.8940374851226807,0.2,29.15195025652647,0.097607421875
57,2093,233472,111,-0.26805338556878266,7.418264389038086,724.3232999899999,0.0010445857100421564,0.016238227,983.35,0.0002,560,0.7428805828094482,0.2,38.56225045919418,0.1008544921875
58,2131,237568,111,-0.36060312716290355,4.94509744644165,731.7927541299999,0.001583245773508679,0.025439007,983.35,0.0002,570,0.9114382192492485,0.2,29.29902369081974,0.1172607421875
59,2169,241664,111,-0.37273334078490733,8.219786643981934,737.28782511,0.0014048305907635949,0.022507817,983.35,0.0002,580,0.7760165184736252,0.2,35.141763150691986,0.13916015625
60,2207,245760,111,-0.351954260841012,4.174836158752441,744.41292546,-0.0012491877394495531,0.022743016,983.35,0.0002,590,0.7713939547538757,0.2,29.877397583425044,0.1189208984375
61,2245,249856,111,-0.33801483241841196,8.208341598510742,749.0259895600002,0.00017196317785419523,0.030476881,984.9,0.0002,600,0.7885231673717499,0.2,26.01929165124893,0.14599609375
62,2284,253952,111,-0.40715900603681804,8.946359634399414,750.0802816800001,0.0003832172049442306,0.018437203,984.9,0.0002,610,0.9024504497647285,0.2,21.122800952196123,0.134228515625
63,2320,258048,111,-0.45759947318583727,6.757264137268066,751.66875821,0.007067939592525363,0.019951131,984.9,0.0002,620,0.8246182799339294,0.2,25.188921551406384,0.1683837890625
64,2358,262144,111,-0.35401331540197134,4.66144323348999,751.2396213500001,0.0013049755216343328,0.018319657,984.9,0.0002,630,0.8618848025798798,0.2,23.81660771369934,0.1182861328125
65,2397,266240,111,-0.5318874989636242,23.277000427246094,756.6338262400002,0.0023705992789473385,0.024093159,984.9,0.0002,640,0.9070475026965141,0.2,31.692713542282583,0.1905029296875
66,2433,270336,111,-0.49990087524056437,4.270928382873535,760.4696454800002,0.0043203449109569195,0.026556684,984.9,0.0002,650,0.9340953752398491,0.2,25.4820773974061,0.149951171875
67,2471,274432,111,-0.5121006051078438,5.566802978515625,763.07861657,0.0034362357531790622,0.016030274,984.9,0.0002,660,0.8624859005212784,0.2,31.590936395525933,0.157470703125
68,2508,278528,111,-0.6295154728926718,2.3006539344787598,758.5436350599999,0.0023085874898242766,0.01433936,984.9,0.0002,670,0.921531431376934,0.2,18.77989408522844,0.1941162109375
69,2545,282624,111,-0.5976836023852229,5.921793460845947,751.26667553,0.006530293304240331,0.03129769,984.9,0.0002,680,0.9356551319360733,0.2,22.987306191027166,0.1781494140625
70,2583,286720,110,-0.40150954369455577,3.3025307655334473,756.07599102,0.0028802979075408077,0.018733714,984.9,0.0002,690,0.910672590136528,0.2,21.373708887398244,0.1322509765625
71,2621,290816,110,-0.5834479885175824,5.607848644256592,757.5154463700002,0.010094530746573582,0.03044727,986.89,0.0002,700,0.9182177633047104,0.2,37.93850118517876,0.2253662109375
72,2660,294912,110,-0.46065419297665355,3.3906493186950684,759.1485302599999,-0.0019577661325456573,0.027706252,986.89,0.0002,710,0.9536841325461864,0.2,24.67847810536623,0.1392333984375
73,2699,299008,110,-0.5722715772688389,11.132890701293945,766.2674401700001,-0.002356145436351653,0.026645564,988.16,0.0002,720,0.9403761699795723,0.2,27.75899591743946,0.1747802734375
74,2735,303104,110,-0.5096595982089639,7.714722633361816,768.6048642899998,-0.0003903808887116611,0.022834292,985.22,0.0002,730,0.9101147875189781,0.2,30.557707151770593,0.1757080078125
75,2774,307200,110,-0.47844811249524355,11.618537902832031,767.93121935,0.004877217955072411,0.020376116,985.22,0.0002,740,0.8988706544041634,0.2,53.698584070801736,0.154248046875
76,2812,311296,110,-0.5206725507974624,6.0176825523376465,770.27991042,0.002339928816945758,0.025424011,985.22,0.0002,750,0.9422368742525578,0.2,40.36216407120228,0.1711669921875
77,2851,315392,110,-0.590833240095526,10.313905715942383,777.3662862599999,0.0029716991470195354,0.01568689,986.86,0.0002,760,0.9480979256331921,0.2,31.919440424442293,0.1906494140625
78,2889,319488,110,-0.5114290539175272,3.355794906616211,789.0783611200002,0.0016982101107714698,0.027490705,986.67,0.0002,770,0.9255630746483803,0.2,22.223673878610136,0.1608154296875
79,2928,323584,110,-0.5122115225531161,4.9448652267456055,788.9644235499999,0.0013538764498662204,0.02877983,986.67,0.0002,780,0.9539553821086884,0.2,22.895416113734246,0.1666748046875
80,2968,327680,110,-0.4317174391821027,7.5123209953308105,791.3586725600002,0.004661593056516722,0.023684327,986.97,0.0002,790,0.8801655247807503,0.2,30.457850193977357,0.1720458984375
81,3005,331776,110,-0.5801002863794565,10.980149269104004,791.27815632,0.0014896994427544997,0.025726464,986.97,0.0002,800,0.9345745295286179,0.2,29.537988018989562,0.1646728515625
82,3042,335872,110,-0.47930194372311236,8.53310489654541,789.4610048999999,0.008309937833109871,0.044369563,989.8,0.0002,810,0.9080564230680466,0.2,34.12517539560795,0.1798095703125
83,3079,339968,110,-0.5974625886417926,5.493819236755371,790.29332155,-0.0031404340406879783,0.022028985,989.8,0.0002,820,0.9509526751935482,0.2,18.427488648891448,0.1654541015625
84,3115,344064,110,-0.46565049774944783,7.505507469177246,779.25894952,0.010413584134948906,0.022509273,989.8,0.0002,830,0.9337119087576866,0.2,18.89028131812811,0.18134765625
85,3152,348160,110,-0.3994971468113363,5.097264766693115,779.7766470299998,-0.0003643007468781434,0.024638448,987.47,0.0002,840,0.9628432169556618,0.2,18.00586443245411,0.123486328125
86,3188,352256,110,-0.41610643547028303,6.463676452636719,788.8416228699998,0.0018070099671604113,0.020957913,987.47,0.0002,850,0.8835625201463699,0.2,31.07469302713871,0.15908203125
87,3224,356352,110,-0.4914556095376611,3.544015645980835,789.4728520999998,0.00022733810037607328,0.017467072,987.47,0.0002,860,0.9511573947966099,0.2,17.989170588552952,0.1591796875
88,3261,360448,110,-0.5975438384339213,7.086939811706543,793.4166495200001,0.002863744957721792,0.029579423,987.47,0.0002,870,0.9424080476164818,0.2,27.22106603682041,0.189990234375
89,3297,364544,110,-0.5130814938805998,3.824989080429077,793.1561353700001,0.0010392097174189985,0.012245262,987.47,0.0002,880,0.9666124992072582,0.2,11.145098985731602,0.1582763671875
90,3334,368640,110,-0.5319396106526255,7.5329508781433105,800.0652473,0.0022193690718268046,0.014095392,985.55,0.0002,890,0.9207808002829552,0.2,30.06259472668171,0.143017578125
91,3371,372736,110,-0.46166671961545946,4.065354824066162,797.0367135,-0.005129671133181546,0.013099799,985.38,0.0002,900,0.9541357904672623,0.2,16.610194662958385,0.1176025390625
92,3409,376832,110,-0.5546501808799803,4.438076972961426,809.17767255,-0.0006369610549882054,0.020608205,983.18,0.0002,910,0.8881470635533333,0.2,23.734928937256335,0.1638916015625
93,3448,380928,110,-0.3878252474591136,3.0428621768951416,820.41094339,-0.003197242809983436,0.015462581,980.69,0.0002,920,0.9407043717801571,0.2,17.74341489672661,0.1266357421875
94,3486,385024,110,-0.45333925569429995,21.831439971923828,820.9093897100001,0.0012810230269678867,0.022250714,980.69,0.0002,930,0.9433926194906235,0.2,30.631677787005902,0.128369140625
95,3524,389120,110,-0.35512614040635526,3.338679790496826,825.3045304299999,-0.00598241148982197,0.016371017,978.2,0.0002,940,0.951220128685236,0.2,17.615186332166196,0.11474609375
96,3562,393216,110,-0.37888727663084865,7.691129684448242,822.7221949799999,0.003781078466272447,0.022266679,978.2,0.0002,950,0.9329256266355515,0.2,31.49071410894394,0.120263671875
97,3600,397312,110,-0.3120366128627211,2.7978515625,827.3694290200001,0.0008605691968114115,0.0104500335,973.76,0.0002,960,0.9430665001273155,0.2,17.214474511146545,0.0998046875
98,3637,401408,110,-0.4033468090929091,7.098471164703369,826.0764267800001,-0.00022420705790864303,0.01579481,978.93,0.0002,970,0.952731516212225,0.2,26.680696597695352,0.1357666015625
99,3675,405504,110,-0.3058000617194921,4.794466495513916,830.7041713600001,-0.003204747034760658,0.021410806,975.13,0.0002,980,0.946405041962862,0.2,19.63060290813446,0.1122314453125
100,3713,409600,110,-0.3546324994415045,14.11991024017334,831.4904022399999,0.00023546584125142545,0.020762637,974.04,0.0002,990,0.9409373737871647,0.2,23.65683612972498,0.1156982421875
101,3751,413696,110,-0.3050312054809183,4.070465087890625,824.07679665,0.0052267405291786416,0.015281182,974.04,0.0002,1000,0.9312655553221703,0.2,24.37880809009075,0.1320556640625
102,3789,417792,110,-0.3841950874775648,3.622049331665039,824.0566184399999,0.005575292835419532,0.03390654,976.42,0.0002,1010,0.9499114267528057,0.2,19.058393928408623,0.1325439453125
103,3826,421888,110,-0.32059142319485545,4.232155799865723,820.2514757800002,8.422912214882672e-05,0.016581059,976.42,0.0002,1020,0.9472635388374329,0.2,22.63841436356306,0.1307861328125
104,3865,425984,110,-0.26757026091217995,5.589190483093262,822.2537919600001,-0.0017182535681058652,0.021970779,976.42,0.0002,1030,0.9475564658641815,0.2,24.31710620969534,0.1022705078125
105,3902,430080,110,-0.34760567229241135,3.0744988918304443,823.78136149,-0.006689352433022577,0.03565401,979.07,0.0002,1040,0.9338649809360504,0.2,21.652209079265596,0.128173828125
106,3938,434176,110,-0.3002070627175272,6.0889058113098145,825.2028176700001,0.0030509832518873735,0.013676913,976.75,0.0002,1050,0.9602964520454407,0.2,21.09082263857126,0.10791015625
107,3976,438272,110,-0.29805554361082615,4.330904960632324,822.3414671199998,0.004697343245788943,0.025306169,976.75,0.0002,1060,0.9613291621208191,0.2,21.2300083771348,0.1236572265625
108,4013,442368,110,-0.4252720936201513,5.154151439666748,830.2523330899999,-0.0002581908498541452,0.018476492,974.68,0.0002,1070,0.9728968385607004,0.2,18.0956303358078,0.1359375
109,4049,446464,110,-0.26684089773334563,2.5889225006103516,833.56878925,0.002407272602431476,0.027338982,976.39,0.0002,1080,0.9616385884582996,0.2,13.940044385939837,0.09482421875
110,4086,450560,110,-0.21100242901593447,4.264932155609131,834.20524227,0.0006382725317962467,0.016811196,973.96,0.0002,1090,0.9614295735955238,0.2,19.684522014856338,0.0775634765625
111,4123,454656,110,-0.33731680577620865,8.368860244750977,836.2848109099999,0.0009336888877442106,0.00942183,971.92,0.0002,1100,0.9699150044471025,0.2,18.151206544041635,0.1015380859375
112,4160,458752,110,-0.2812263530213386,4.327758312225342,835.4709001800001,-0.002200762326538097,0.022223838,968.21,0.0002,1110,0.9583650417625904,0.2,17.956234912574292,0.124365234375
113,4196,462848,110,-0.22980853971093892,7.987749099731445,833.6774154899999,5.0538161303848025e-06,0.019207744,970.13,0.0002,1120,0.9230628535151482,0.2,18.410945461690424,0.09873046875
114,4233,466944,110,-0.25287298606708647,3.370548963546753,833.53396903,-0.003035593377717305,0.012729274,970.13,0.0002,1130,0.9553799405694008,0.2,14.933278919756413,0.0986328125
115,4271,471040,110,-0.3371686668135226,5.543136119842529,839.7643751099998,-0.0029355684906477108,0.01823831,968.9,0.0002,1140,0.9667621403932571,0.2,16.799344174563885,0.128369140625
116,4307,475136,110,-0.2795113486237824,3.5845444202423096,840.9314608400001,-0.0015816798157175071,0.021607675,971.1,0.0002,1150,0.9577662386000156,0.2,15.070543177425861,0.11796875
117,4346,479232,110,-0.3308487179689109,3.136491537094116,841.0685084500002,0.0008570630539907143,0.014528236,973.59,0.0002,1160,0.9684626162052155,0.2,17.035018269717693,0.1202880859375
118,4384,483328,110,-0.3262092185672373,4.08547830581665,838.22141477,-0.004349201649893076,0.012215737,973.59,0.0002,1170,0.9712603725492954,0.2,17.93707416802645,0.1008544921875
119,4423,487424,110,-0.459480538405478,3.7737536430358887,830.41553843,0.0007964355914737098,0.023648936,972.91,0.0002,1180,0.977475818246603,0.2,9.199954676628114,0.1454345703125
120,4462,491520,110,-0.3640190800651908,3.689074993133545,823.2741737900001,-0.0022292405672487805,0.016757404,973.65,0.0002,1190,0.9751102570444345,0.2,10.587909765541553,0.1084716796875
121,4500,495616,110,-0.24539748062379657,3.7875943183898926,823.57592756,-0.00872763986553764,0.1053057,975.33,0.0002,1200,0.9396592006087303,0.2,13.122898338735103,0.111181640625
122,4537,499712,110,-0.20692137409932912,2.9430739879608154,823.50291555,0.0009465197304962203,0.020023068,978.03,0.0002,1210,0.9340765401721001,0.2,15.916128554940224,0.0847412109375
123,4574,503808,110,-0.28718165108002724,3.08337140083313,822.8444781699999,0.001866548774705734,0.028851993,979.13,0.0002,1220,0.9646868743002415,0.2,14.339149717986583,0.1088623046875
124,4612,507904,110,-0.3104837370105088,1.473107099533081,827.2264489699999,-0.0026668843245715836,0.010799085,977.62,0.0002,1230,0.9726824816316366,0.2,8.934308288246394,0.10732421875
125,4649,512000,110,-0.26076276022940875,4.554996490478516,831.28854173,0.0005787330024759285,0.02673906,973.18,0.0002,1240,0.9667188413441181,0.2,17.78076415657997,0.105908203125
126,4686,516096,110,-0.1952681468334049,5.142735004425049,834.3099317700002,0.0012435515935067087,0.010927986,971.33,0.0002,1250,0.9568831995129585,0.2,13.243635506927967,0.0875732421875
127,4724,520192,110,-0.3329292314592749,3.9663000106811523,835.6928687300001,0.0055299771571299065,0.020255126,971.33,0.0002,1260,0.9703115150332451,0.2,16.50372997224331,0.121533203125
128,4761,524288,110,-0.2715103911235929,2.9485976696014404,838.5279849699999,0.002100365128717385,0.012105465,971.33,0.0002,1270,0.9801573175936937,0.2,8.39823525324464,0.1114501953125
129,4799,528384,110,-0.3269123152364045,5.877040863037109,839.06317168,-0.002320383045298513,0.015466489,971.33,0.0002,1280,0.968702495098114,0.2,19.562236952781678,0.1126708984375
130,4837,532480,110,-0.25067353365011513,3.2236485481262207,836.06833158,-0.0031297032634029164,0.016642176,973.65,0.0002,1290,0.9632583893835545,0.2,13.874321387708187,0.0868896484375
131,4873,536576,110,-0.400911052711308,1.4721832275390625,836.1846489900001,-0.007059220336668659,0.017899923,971.14,0.0002,1300,0.9691806826740503,0.2,12.218008434772491,0.13193359375
132,4910,540672,110,-0.2516436188016087,15.165836334228516,835.5076021599999,-0.0017646263368078507,0.010739455,973.21,0.0002,1310,0.9677218310534954,0.2,14.228441809117793,0.0847900390625
133,4949,544768,110,-0.4096642001532018,2.4397552013397217,836.16620998,-0.0064231225580442695,0.016473401,970.65,0.0002,1320,0.9586426727473736,0.2,15.26720657646656,0.12314453125
134,4987,548864,110,-0.28763006743974984,2.8684911727905273,829.5326472400001,0.0011495253726025111,0.018311817,975.12,0.0002,1330,0.9633457697927952,0.2,12.670968003571033,0.108740234375
135,5024,552960,110,-0.30569937587715684,4.515366077423096,829.0324029900002,0.003588746435707435,0.021674488,973.02,0.0002,1340,0.961448784917593,0.2,15.653453731536866,0.1312744140625
